DATE,vw,ew
19670308,0.4,0.48
19670309,0.74,0.74
19670310,0.36,0.5
19670313,-0.44,-0.23
19670314,0.02,-0.04
19670315,0.67,0.73
19670316,0.64,0.54
19670317,0.11,0.18
19670320,0.16,0.24
19670321,-0.47,-0.33
19670322,0.59,0.38
19670323,0.51,0.49
19670327,0.01,0.07
19670328,0.11,0.08
19670329,0.03,0.05
19670330,0.36,0.31
19670331,-0.01,0.13
19670403,-1.29,-0.96
19670404,0.23,0.14
19670405,0.82,0.74
19670406,0.37,0.52
19670407,-0.76,-0.49
19670410,-1.57,-1.39
19670411,1.05,0.83
19670412,0.12,0.2
19670413,0.67,0.66
19670414,0.59,0.49
19670417,0.55,0.53
19670418,0.88,0.74
19670419,0.16,0.41
19670420,0.34,0.49
19670421,0.71,0.63
19670424,-0.06,0.02
19670425,0.28,0.11
19670426,-0.12,-0.14
19670427,1.0,0.83
19670428,0.38,0.47
19670501,0.4,0.29
19670502,0.59,0.56
19670503,0.81,0.71
19670504,0.32,0.38
19670505,0.33,0.55
19670508,0.15,0.18
19670509,-1.44,-1.1
19670510,0.47,0.51
19670511,1.08,0.99
19670512,0.32,0.53
19670515,-0.34,-0.11
19670516,0.67,0.55
19670517,0.12,0.31
19670518,0.23,0.37
19670519,-0.1,-0.05
19670522,-0.06,0.07
19670523,-0.27,-0.25
19670524,-1.64,-1.44
19670525,0.84,0.72
19670526,-0.21,-0.19
19670529,-0.38,-0.33
19670531,-2.76,-2.52
19670601,1.34,0.99
19670602,0.09,0.22
19670605,-3.38,-3.18
19670606,3.11,2.83
19670607,1.5,1.46
19670608,1.02,0.83
19670609,1.05,1.07
19670612,1.26,1.05
19670613,0.81,0.74
19670614,0.05,0.12
19670615,0.88,0.95
19670616,0.23,0.37
19670619,0.56,0.69
19670620,0.25,0.44
19670621,-0.02,0.32
19670622,0.35,0.62
19670623,0.77,0.92
19670626,-0.29,-0.23
19670627,0.23,0.31
19670628,0.7,0.95
19670629,-0.84,-0.63
19670630,0.63,0.69
19670703,0.92,0.89
19670705,0.89,1.02
19670706,0.18,0.41
19670707,0.98,1.0
19670710,0.73,0.6
19670711,0.15,0.12
19670712,0.09,0.0
19670713,0.62,0.69
19670714,0.79,0.83
19670717,0.5,0.49
19670718,0.64,0.6
19670719,0.17,0.22
19670720,-0.02,0.07
19670721,-0.22,0.02
19670724,-0.63,-0.56
19670725,0.59,0.55
19670726,0.68,0.83
19670727,0.62,0.76
19670728,0.66,0.87
19670731,0.64,0.71
19670801,0.41,0.45
19670802,-0.02,0.16
19670803,-0.33,-0.35
19670804,0.81,0.85
19670807,0.26,0.26
19670808,0.1,0.23
19670809,0.21,0.29
19670810,-0.32,-0.03
19670811,-0.61,-0.51
19670814,-0.73,-0.61
19670815,0.18,0.17
19670816,-0.34,-0.39
19670817,0.41,0.46
19670818,0.33,0.34
19670821,-0.31,-0.28
19670822,-0.5,-0.39
19670823,-0.05,-0.07
19670824,-0.31,-0.11
19670825,-0.65,-0.67
19670828,0.2,0.26
19670829,0.19,0.17
19670830,0.82,0.74
19670831,0.8,0.68
19670901,0.57,0.57
19670905,0.37,0.41
19670906,0.36,0.2
19670907,0.06,0.19
19670908,0.4,0.5
19670911,0.41,0.54
19670912,0.58,0.6
19670913,0.68,0.74
19670914,0.21,0.2
19670915,0.44,0.44
19670918,0.57,0.63
19670919,-0.61,-0.45
19670920,0.8,0.87
19670921,0.68,0.8
19670922,0.7,0.88
19670925,0.26,0.52
19670926,-0.93,-0.82
19670927,0.5,0.56
19670928,0.41,0.42
19670929,0.67,0.73
19671002,-0.26,0.1
19671003,0.41,0.5
19671004,0.14,0.2
19671005,0.33,0.31
19671006,0.89,0.91
19671009,0.45,0.64
19671010,-1.02,-0.85
19671011,-0.53,-0.45
19671012,-0.44,-0.34
19671013,0.63,0.73
19671016,-0.92,-0.6
19671017,-0.01,0.02
19671018,0.44,0.62
19671019,-0.16,0.15
19671020,-0.41,-0.36
19671023,-0.81,-0.88
19671024,-0.97,-0.93
19671025,0.05,-0.03
19671026,0.85,0.91
19671027,-0.07,-0.14
19671030,0.04,-0.06
19671031,-0.93,-0.97
19671101,-0.82,-0.96
19671102,-0.69,-0.62
19671103,0.02,0.06
19671106,-0.3,-0.27
19671108,-0.29,-0.13
19671109,0.06,0.0
19671110,0.54,0.56
19671113,-1.18,-1.0
19671114,-1.76,-1.74
19671115,-0.15,-0.48
19671116,1.22,1.14
19671117,1.05,1.08
19671120,-2.46,-2.46
19671121,2.5,2.36
19671122,0.93,0.86
19671124,0.07,0.05
19671127,0.46,0.44
19671128,0.85,0.69
19671129,0.35,0.41
19671130,-0.24,-0.23
19671201,1.33,1.19
19671204,1.23,0.99
19671205,-0.1,-0.1
19671206,0.4,0.48
19671207,0.16,0.34
19671208,0.4,0.33
19671211,0.55,0.45
19671212,0.62,0.51
19671213,0.96,0.95
19671214,0.67,0.86
19671215,-0.43,-0.24
19671218,0.02,0.18
19671219,0.23,0.19
19671220,0.7,0.51
19671221,0.38,0.48
19671222,0.31,0.51
19671226,0.71,0.79
19671227,0.81,0.89
19671228,0.08,0.17
19671229,0.97,1.08
19680102,0.54,1.07
19680103,-0.52,0.07
19680104,-0.2,-0.12
19680105,1.28,1.56
19680108,1.01,1.25
19680109,-0.32,-0.15
19680110,0.58,0.59
19680111,1.31,1.36
19680112,1.21,1.27
19680115,0.54,0.86
19680116,0.26,0.41
19680117,0.55,0.6
19680118,0.85,0.89
19680119,-0.23,-0.12
19680122,-1.78,-1.49
19680123,-0.8,-0.86
19680124,-0.06,-0.07
19680125,-0.28,-0.44
19680126,0.85,0.99
19680129,-0.12,0.21
19680130,-1.03,-0.77
19680131,-1.01,-0.85
19680201,-0.04,-0.13
19680202,-0.41,-0.3
19680205,-0.94,-0.83
19680206,-0.21,-0.2
19680207,0.02,-0.04
19680208,-2.53,-2.49
19680209,-1.79,-1.86
19680213,-2.0,-2.09
19680214,1.53,1.2
19680215,1.14,1.41
19680216,-0.13,-0.12
19680219,0.54,0.59
19680220,0.91,0.8
19680221,0.41,0.38
19680223,-0.51,-0.45
19680226,-1.27,-1.17
19680227,0.41,0.36
19680228,-0.54,-0.42
19680229,-1.27,-1.28
19680301,-1.13,-1.04
19680304,-2.75,-2.82
19680305,-1.62,-1.78
19680306,2.75,2.74
19680307,0.34,0.44
19680308,-0.18,-0.2
19680311,1.81,1.65
19680312,0.63,0.64
19680313,0.4,0.45
19680314,-3.03,-2.93
19680315,0.3,0.28
19680318,1.24,1.3
19680319,-0.36,-0.34
19680320,-0.18,-0.1
19680321,-1.17,-1.07
19680322,-0.29,-0.37
19680325,-0.21,-0.27
19680326,0.7,0.54
19680327,0.96,0.9
19680328,0.14,0.2
19680329,0.71,0.76
19680401,1.39,1.13
19680402,0.44,0.3
19680403,0.56,0.4
19680404,0.77,0.69
19680405,-0.08,-0.11
19680408,1.71,1.43
19680410,0.58,0.52
19680411,1.33,1.12
19680415,0.96,1.02
19680416,0.99,1.14
19680417,1.38,1.8
19680418,1.09,1.48
19680419,-1.3,-1.01
19680422,0.01,-0.04
19680423,1.91,1.86
19680424,0.84,0.83
19680425,0.84,1.03
19680426,0.75,0.78
19680429,0.73,0.91
19680430,0.36,0.53
19680501,0.44,0.34
19680502,0.67,0.79
19680503,-0.06,-0.03
19680506,0.17,0.28
19680507,1.16,1.15
19680508,0.61,0.71
19680509,-0.61,-0.52
19680510,1.42,1.53
19680513,0.57,0.78
19680514,0.3,0.51
19680515,0.33,0.53
19680516,-0.27,-0.1
19680517,-0.2,-0.08
19680520,-0.27,-0.27
19680521,1.02,1.01
19680522,1.15,1.09
19680523,0.28,0.5
19680524,0.82,0.84
19680527,0.9,1.07
19680528,0.92,1.06
19680529,0.55,0.67
19680531,0.79,0.92
19680603,1.21,1.19
19680604,0.8,0.94
19680605,-0.59,-0.4
19680606,1.63,1.65
19680607,1.07,1.02
19680610,-0.22,-0.01
19680611,0.41,0.55
19680613,-0.7,-0.62
19680614,-0.21,0.02
19680617,-1.37,-1.08
19680618,-0.07,-0.09
19680620,0.26,0.27
19680621,0.16,0.32
19680624,-0.71,-0.72
19680625,-1.08,-1.14
19680627,-0.44,-0.34
19680628,0.24,0.14
19680701,-0.1,-0.05
19680702,0.78,0.69
19680703,1.96,1.99
19680708,1.48,1.43
19680709,0.41,0.63
19680711,0.17,0.4
19680712,0.25,0.42
19680715,0.07,0.34
19680716,-0.37,-0.25
19680718,-0.22,-0.09
19680719,-1.01,-1.06
19680722,-2.15,-2.09
19680723,-0.62,-0.77
19680725,-1.41,-1.48
19680726,-0.1,0.01
19680729,-1.68,-1.84
19680730,-0.09,-0.14
19680801,-0.72,-0.64
19680802,-0.54,-0.62
19680805,1.04,0.96
19680806,0.9,0.94
19680808,-0.15,-0.11
19680809,-0.01,0.05
19680812,1.5,1.51
19680813,0.56,0.57
19680815,-0.08,-0.03
19680816,0.73,0.82
19680819,0.6,0.62
19680820,0.14,0.1
19680822,-0.24,-0.21
19680823,0.44,0.53
19680826,0.23,0.3
19680827,-0.17,-0.2
19680829,-0.3,-0.17
19680830,0.31,0.29
19680903,0.13,0.1
19680904,0.67,0.63
19680905,0.83,0.94
19680906,0.83,0.9
19680909,0.49,0.59
19680910,-0.44,-0.37
19680912,0.23,0.17
19680913,0.65,0.62
19680916,0.38,0.53
19680917,0.23,0.2
19680919,0.31,0.35
19680920,0.07,0.15
19680923,0.59,0.65
19680924,0.47,0.55
19680926,-0.11,-0.05
19680927,0.8,0.76
19680930,0.68,0.8
19681001,0.43,0.48
19681003,0.22,0.24
19681004,-0.09,-0.05
19681007,-0.22,-0.1
19681008,-0.26,-0.29
19681010,-0.33,-0.35
19681011,0.51,0.52
19681014,0.33,0.33
19681015,0.28,0.32
19681017,0.38,0.35
19681018,0.43,0.43
19681021,0.17,0.16
19681022,-0.19,-0.3
19681024,-0.24,-0.24
19681025,0.45,0.49
19681028,-0.48,-0.4
19681029,-0.81,-0.77
19681031,-0.06,-0.26
19681101,-0.64,-0.64
19681104,-0.26,-0.35
19681106,0.24,0.25
19681107,0.05,-0.05
19681108,0.96,0.9
19681112,0.86,0.66
19681113,0.66,0.59
19681114,0.39,0.34
19681115,0.73,0.71
19681118,0.29,0.43
19681119,0.37,0.42
19681121,0.35,0.26
19681122,0.71,0.76
19681125,0.46,0.56
19681126,0.7,0.66
19681127,0.72,0.62
19681129,0.73,0.82
19681202,0.06,0.03
19681203,0.03,0.03
19681205,0.25,0.31
19681206,0.64,0.68
19681209,0.48,0.66
19681210,0.16,0.25
19681212,0.27,0.44
19681213,0.52,0.49
19681216,0.03,0.2
19681217,-0.49,-0.48
19681219,0.5,0.54
19681220,0.26,0.38
19681223,-0.82,-0.68
19681224,0.15,0.31
19681226,0.21,0.51
19681227,-0.18,-0.07
19681230,-1.51,-1.39
19681231,0.77,0.69
19690102,0.54,0.89
19690103,-0.05,0.25
19690106,-1.84,-1.79
19690107,-2.58,-2.67
19690108,-1.02,-1.0
19690109,0.56,0.65
19690110,-0.2,-0.12
19690113,-1.58,-1.55
19690114,0.8,0.73
19690115,1.32,1.25
19690116,0.98,0.95
19690117,0.25,0.23
19690120,0.16,0.26
19690121,-0.11,-0.01
19690122,0.9,0.83
19690123,0.96,0.79
19690124,-0.04,0.09
19690127,0.15,0.19
19690128,0.13,0.15
19690129,0.2,0.23
19690130,-0.3,-0.22
19690131,0.07,0.14
19690203,-0.03,0.05
19690204,0.05,0.1
19690205,-0.23,-0.16
19690206,-0.16,-0.18
19690207,0.15,0.11
19690211,0.21,0.29
19690212,0.14,0.09
19690213,-0.25,-0.17
19690214,-0.18,-0.12
19690217,-1.87,-1.85
19690218,-1.91,-1.94
19690219,-0.98,-0.96
19690220,-1.47,-1.57
19690224,-2.13,-2.29
19690225,-1.34,-1.46
19690226,0.51,0.41
19690227,-0.6,-0.55
19690228,-0.04,-0.03
19690303,-0.2,-0.08
19690304,1.11,1.02
19690305,0.39,0.47
19690306,-1.6,-1.69
19690307,-0.88,-1.03
19690310,0.58,0.59
19690311,0.71,0.75
19690312,-0.2,-0.24
19690313,-0.7,-0.84
19690314,-0.72,-0.75
19690317,-0.13,-0.37
19690318,0.6,0.71
19690319,0.76,0.63
19690320,0.96,0.87
19690321,0.19,0.18
19690324,0.06,0.05
19690325,0.29,0.22
19690326,0.56,0.55
19690327,0.71,0.74
19690328,0.6,0.59
19690401,-0.23,-0.1
19690402,-0.89,-0.93
19690403,-0.18,-0.32
19690407,-1.31,-1.36
19690408,0.24,0.06
19690409,0.61,0.44
19690410,0.49,0.47
19690411,0.33,0.33
19690414,-0.24,-0.15
19690415,-0.27,-0.27
19690416,-0.91,-0.78
19690417,0.1,0.12
19690418,0.13,0.13
19690421,-1.07,-1.0
19690422,0.05,-0.22
19690423,0.37,0.32
19690424,0.51,0.44
19690425,0.61,0.61
19690428,0.46,0.3
19690429,1.02,0.8
19690430,1.07,1.09
19690501,0.41,0.46
19690502,0.65,0.83
19690505,0.77,0.9
19690506,0.18,0.28
19690507,-0.13,-0.05
19690508,0.19,0.31
19690509,-0.03,0.05
19690512,-0.37,-0.31
19690513,0.55,0.4
19690514,0.28,0.21
19690515,-0.3,-0.29
19690516,-0.18,-0.13
19690519,-0.67,-0.5
19690520,-0.56,-0.54
19690521,0.65,0.49
19690522,0.02,0.11
19690523,-0.05,0.0
19690526,-0.16,-0.17
19690527,-0.96,-0.88
19690528,0.07,-0.1
19690529,0.5,0.3
19690602,-0.46,-0.41
19690603,-0.6,-0.6
19690604,-0.05,-0.02
19690605,-0.14,-0.09
19690606,-0.91,-0.65
19690609,-1.08,-1.06
19690610,-0.84,-0.8
19690611,-1.3,-1.31
19690612,-2.03,-2.05
19690613,0.15,-0.02
19690616,-0.96,-0.84
19690617,-1.25,-1.46
19690618,-0.48,-0.35
19690619,-1.78,-1.84
19690620,-1.56,-1.45
19690623,-1.44,-1.81
19690624,1.03,1.1
19690625,-0.68,-0.38
19690626,-0.23,-0.52
19690627,0.16,0.2
19690630,0.71,0.53
19690701,0.76,0.73
19690702,1.3,1.34
19690703,1.37,1.44
19690707,-0.81,-0.64
19690708,-1.44,-1.46
19690709,-1.01,-0.98
19690710,-2.21,-2.15
19690711,-0.21,-0.24
19690714,-1.74,-1.67
19690715,-0.95,-1.05
19690716,1.17,1.18
19690717,0.38,0.42
19690718,-0.7,-0.69
19690722,-1.67,-1.69
19690723,-1.2,-1.29
19690724,-0.71,-0.66
19690725,-1.48,-1.47
19690728,-4.15,-4.35
19690729,-1.86,-2.05
19690730,0.83,0.74
19690731,3.01,3.28
19690801,3.06,3.37
19690804,-0.6,-0.44
19690805,-0.14,-0.2
19690806,0.95,0.89
19690807,0.04,0.04
19690808,-0.1,-0.07
19690811,-0.72,-0.69
19690812,-1.05,-1.03
19690813,-0.32,-0.5
19690814,0.94,0.88
19690815,0.79,0.71
19690818,1.06,0.94
19690819,0.79,0.88
19690820,-0.14,-0.08
19690821,0.22,0.21
19690822,0.49,0.56
19690825,-0.7,-0.63
19690826,-0.96,-1.0
19690827,0.32,0.25
19690828,0.17,0.06
19690829,0.94,0.85
19690902,-0.15,-0.11
19690903,-0.78,-0.75
19690904,-1.01,-0.98
19690905,-0.46,-0.51
19690908,-1.36,-1.29
19690909,0.39,0.21
19690910,1.49,1.43
19690911,-0.29,-0.18
19690912,-0.12,-0.12
19690915,0.57,0.38
19690916,0.16,0.04
19690917,-0.39,-0.35
19690918,0.35,0.24
19690919,0.61,0.49
19690922,0.34,0.22
19690923,0.18,0.1
19690924,-0.14,-0.18
19690925,-0.51,-0.48
19690926,-0.48,-0.38
19690929,-0.71,-0.73
19690930,-0.17,-0.17
19691001,-0.57,-0.56
19691002,0.94,0.78
19691003,-0.18,-0.04
19691006,0.1,0.01
19691007,-0.16,-0.18
19691008,-0.62,-0.69
19691009,-0.08,-0.22
19691010,0.92,0.9
19691013,2.15,1.96
19691014,1.67,1.88
19691015,0.66,0.75
19691016,0.97,1.25
19691017,0.46,0.63
19691020,0.81,1.0
19691021,1.45,1.8
19691022,0.79,1.17
19691023,-0.36,-0.23
19691024,0.9,1.08
19691027,0.31,0.39
19691028,-0.27,-0.23
19691029,-1.14,-1.07
19691030,0.33,0.09
19691031,0.46,0.56
19691103,-0.2,-0.15
19691104,0.32,0.1
19691105,0.56,0.51
19691106,0.04,0.09
19691107,0.47,0.52
19691110,-0.12,-0.13
19691111,-0.34,-0.37
19691112,-0.25,-0.26
19691113,-0.92,-0.95
19691114,-0.48,-0.5
19691117,-1.21,-1.21
19691118,-0.46,-0.53
19691119,-0.78,-0.73
19691120,-1.78,-1.7
19691121,-0.9,-0.77
19691124,-1.48,-1.55
19691125,-0.21,-0.37
19691126,0.51,0.38
19691128,0.91,0.82
19691201,-1.34,-1.29
19691202,-1.01,-1.18
19691203,-1.95,-1.98
19691204,0.46,0.09
19691205,-0.83,-0.67
19691208,-1.77,-2.0
19691209,-0.69,-0.95
19691210,-0.28,-0.61
19691211,-0.04,-0.15
19691212,0.29,0.18
19691215,-0.42,-0.48
19691216,-1.55,-1.51
19691217,-0.92,-0.99
19691218,1.73,1.54
19691219,1.04,1.29
19691222,-1.56,-1.64
19691223,-0.92,-1.16
19691224,1.72,1.87
19691226,1.09,1.07
19691229,-1.5,-1.72
19691230,0.0,-0.24
19691231,0.86,0.85
19700102,3.45,4.65
19700105,1.76,2.74
19700106,-0.72,-0.43
19700107,0.35,0.69
19700108,0.29,0.54
19700109,-0.31,-0.33
19700112,-0.98,-1.02
19700113,-0.2,-0.13
19700114,-0.58,-0.62
19700115,-0.36,-0.34
19700116,-0.93,-0.81
19700119,-0.74,-0.88
19700120,0.58,0.31
19700121,0.19,0.22
19700122,0.2,0.16
19700123,-1.21,-1.13
19700126,-1.47,-1.55
19700127,-0.36,-0.45
19700128,-0.75,-0.69
19700129,-1.48,-1.44
19700130,-0.89,-0.73
19700202,0.67,0.81
19700203,1.37,1.33
19700204,-1.17,-0.93
19700205,-0.52,-0.66
19700206,0.61,0.43
19700209,0.57,0.43
19700210,-0.81,-0.87
19700211,0.65,0.38
19700212,0.1,0.11
19700213,-0.08,-0.06
19700216,-0.01,0.07
19700217,-0.33,-0.35
19700218,0.88,0.82
19700219,0.11,0.2
19700220,-0.1,0.05
19700224,-0.09,-0.05
19700225,1.51,1.19
19700226,-0.53,-0.3
19700227,0.72,0.82
19700302,0.02,0.23
19700303,0.19,0.09
19700304,-0.26,-0.16
19700305,0.14,0.25
19700306,-0.49,-0.32
19700309,-1.1,-0.86
19700310,0.02,-0.16
19700311,-0.21,-0.04
19700312,-0.48,-0.51
19700313,-0.87,-0.79
19700316,-1.47,-1.45
19700317,0.13,-0.08
19700318,0.1,0.12
19700319,-0.63,-0.56
19700320,-0.97,-0.95
19700323,-0.41,-0.55
19700324,0.64,0.44
19700325,2.46,2.51
19700326,0.36,0.35
19700330,-0.26,-0.25
19700331,-0.14,-0.24
19700401,0.25,0.21
19700402,-0.35,-0.33
19700403,-0.38,-0.35
19700406,-0.95,-0.84
19700407,-0.55,-0.56
19700408,-0.43,-0.49
19700409,-0.63,-0.59
19700410,-1.05,-0.95
19700413,-1.5,-1.5
19700414,-1.55,-1.74
19700415,-0.52,-0.56
19700416,-1.64,-1.53
19700417,-0.62,-0.62
19700420,-0.01,-0.23
19700421,-0.73,-0.78
19700422,-2.18,-2.09
19700423,-2.49,-2.61
19700424,-1.19,-1.19
19700427,-2.94,-3.11
19700428,-2.27,-2.34
19700429,2.38,2.17
19700430,0.07,0.37
19700501,-0.09,-0.04
19700504,-2.93,-2.52
19700505,-1.66,-1.73
19700506,1.77,1.95
19700507,0.82,0.92
19700508,-0.33,-0.28
19700511,-1.2,-0.98
19700512,-1.04,-1.02
19700513,-2.03,-2.04
19700514,-2.47,-2.63
19700515,1.51,1.49
19700518,0.15,0.45
19700519,-1.91,-1.8
19700520,-3.26,-3.18
19700521,-2.84,-3.36
19700522,-0.91,-0.78
19700525,-4.9,-5.18
19700526,-2.08,-2.28
19700527,6.86,7.67
19700528,4.11,5.0
19700529,3.27,3.51
19700601,2.56,2.97
19700602,0.53,0.75
19700603,2.06,2.47
19700604,-1.52,-1.19
19700605,-2.35,-2.63
19700608,0.19,0.12
19700609,0.13,-0.05
19700610,-0.83,-0.87
19700611,-1.64,-1.57
19700612,-0.81,-0.91
19700615,0.26,0.13
19700616,1.82,1.83
19700617,-0.39,-0.31
19700618,-0.06,-0.19
19700619,0.48,0.4
19700622,-0.82,-1.01
19700623,-2.5,-2.25
19700624,-2.06,-2.03
19700625,-0.58,-0.74
19700626,-1.08,-1.05
19700629,-0.99,-1.05
19700630,-0.75,-0.91
19700701,-0.26,-0.15
19700702,-0.79,-0.7
19700706,-1.95,-1.92
19700707,-1.35,-1.38
19700708,1.39,1.05
19700709,1.73,1.6
19700710,0.76,0.83
19700713,0.25,0.34
19700714,-0.49,-0.46
19700715,0.71,0.47
19700716,1.15,1.0
19700717,1.63,1.58
19700720,0.49,0.63
19700721,-0.97,-0.82
19700722,0.6,0.48
19700723,0.57,0.48
19700724,0.36,0.22
19700727,0.04,0.17
19700728,0.69,0.5
19700729,0.72,0.54
19700730,0.23,0.27
19700731,0.03,0.24
19700803,-1.05,-0.79
19700804,0.02,-0.09
19700805,-0.08,-0.01
19700806,-0.59,-0.53
19700807,0.25,0.26
19700810,-1.48,-1.28
19700811,-0.85,-0.77
19700812,-0.43,-0.41
19700813,-0.77,-0.79
19700814,0.13,0.05
19700817,-0.22,-0.31
19700818,0.6,0.53
19700819,0.48,0.38
19700820,0.1,0.01
19700821,1.69,1.4
19700824,2.73,2.77
19700825,1.34,1.26
19700826,1.83,2.24
19700827,0.75,0.71
19700828,1.96,1.94
19700831,0.39,0.63
19700901,-0.56,-0.45
19700902,0.4,0.18
19700903,1.91,1.85
19700904,1.85,1.9
19700908,0.82,0.85
19700909,0.05,0.17
19700910,-0.25,0.0
19700911,1.6,1.73
19700914,-0.41,-0.15
19700915,-1.31,-1.29
19700916,1.09,0.9
19700917,1.39,1.33
19700918,1.32,1.34
19700921,-1.1,-0.73
19700922,-0.43,-0.55
19700923,1.94,1.78
19700924,3.26,3.14
19700925,0.67,1.35
19700928,0.68,0.84
19700929,1.43,1.69
19700930,-0.03,0.59
19701001,-0.19,0.0
19701002,1.49,1.33
19701005,1.35,1.28
19701006,-0.61,-0.32
19701007,0.23,0.12
19701008,-1.56,-1.26
19701009,-0.73,-0.83
19701012,-0.9,-0.95
19701013,-0.29,-0.35
19701014,-0.17,-0.2
19701015,-0.03,0.12
19701016,-1.37,-1.16
19701019,-2.03,-2.02
19701020,0.01,-0.29
19701021,-0.35,-0.34
19701022,-0.62,-0.67
19701023,0.51,0.27
19701026,-0.5,-0.5
19701027,-0.54,-0.57
19701028,-0.22,-0.51
19701029,-0.68,-0.59
19701030,-0.35,-0.37
19701102,0.14,-0.13
19701103,1.18,0.97
19701104,-0.04,0.02
19701105,-0.42,-0.62
19701106,-0.36,-0.33
19701109,0.2,0.08
19701110,0.05,-0.1
19701111,0.23,0.3
19701112,-1.98,-1.82
19701113,-1.31,-1.32
19701116,-0.56,-0.71
19701117,-0.33,-0.3
19701118,-1.61,-1.62
19701119,-0.35,-0.51
19701120,0.64,0.44
19701123,0.31,0.22
19701124,0.16,0.03
19701125,0.3,0.16
19701127,0.95,0.72
19701130,2.3,2.09
19701201,0.36,0.44
19701202,1.27,0.78
19701203,0.24,0.51
19701204,0.5,0.38
19701207,0.52,0.36
19701208,-0.95,-0.85
19701209,-0.23,-0.41
19701210,0.28,0.15
19701211,0.6,0.55
19701214,-1.09,-0.98
19701215,-0.4,-0.47
19701216,0.11,-0.1
19701217,0.38,0.42
19701218,0.44,0.49
19701221,-0.06,-0.05
19701222,0.3,0.35
19701223,0.7,0.84
19701224,2.09,2.34
19701228,0.89,1.0
19701229,1.91,1.93
19701230,0.31,0.59
19701231,0.41,0.71
19710104,-0.24,0.4
19710105,1.67,1.87
19710106,1.72,2.14
19710107,0.27,0.75
19710108,-0.13,0.14
19710111,0.23,0.37
19710112,1.7,1.72
19710113,0.22,0.59
19710114,0.44,0.55
19710115,0.94,1.17
19710118,0.85,1.23
19710119,0.27,0.52
19710120,0.52,0.61
19710121,0.82,0.78
19710122,0.81,0.89
19710125,1.04,1.27
19710126,0.77,1.0
19710127,-0.92,-0.88
19710128,1.18,1.17
19710129,1.17,1.33
19710201,1.64,2.09
19710202,0.13,0.42
19710203,1.16,1.45
19710204,0.46,0.63
19710205,0.83,1.02
19710208,1.52,1.79
19710209,-0.33,0.06
19710210,-0.11,-0.2
19710211,0.95,1.0
19710212,1.18,1.25
19710216,0.42,0.8
19710217,-0.61,-0.49
19710218,-1.04,-0.96
19710219,-1.7,-1.75
19710222,-1.94,-2.05
19710223,1.22,1.04
19710224,1.55,1.65
19710225,-0.08,0.11
19710226,-0.6,-0.72
19710301,0.6,0.39
19710302,0.37,0.45
19710303,0.31,0.21
19710304,1.5,1.43
19710305,1.44,1.61
19710308,1.07,1.3
19710309,0.33,0.5
19710310,-0.04,-0.08
19710311,-0.39,-0.22
19710312,0.02,-0.05
19710315,1.48,1.37
19710316,0.07,0.22
19710317,0.01,-0.14
19710318,0.22,0.32
19710319,-0.34,-0.29
19710322,-0.67,-0.59
19710323,-0.22,-0.25
19710324,-0.76,-0.67
19710325,-0.04,-0.15
19710326,0.55,0.58
19710329,-0.15,-0.05
19710330,-0.03,-0.12
19710331,0.34,0.4
19710401,0.04,0.02
19710402,0.27,0.33
19710405,0.27,0.12
19710406,0.47,0.4
19710407,0.49,0.53
19710408,0.2,0.14
19710412,0.2,0.08
19710413,-0.1,-0.07
19710414,0.52,0.36
19710415,0.02,0.14
19710416,0.08,0.21
19710419,0.17,0.28
19710420,-0.93,-0.86
19710421,-0.26,-0.19
19710422,0.36,0.21
19710423,0.61,0.54
19710426,0.29,0.21
19710427,0.47,0.39
19710428,0.39,0.53
19710429,-0.51,-0.42
19710430,-0.54,-0.56
19710503,-0.54,-0.53
19710504,0.84,0.75
19710505,-0.13,-0.08
19710506,-1.16,-1.12
19710507,-0.49,-0.58
19710510,-0.71,-0.75
19710511,0.28,0.18
19710512,0.09,0.05
19710513,-0.23,-0.23
19710514,-0.41,-0.33
19710517,-2.05,-1.78
19710518,-0.22,-0.19
19710519,0.17,0.19
19710520,0.33,0.29
19710521,-0.25,-0.31
19710524,-0.95,-0.9
19710525,-0.85,-0.86
19710526,0.1,-0.02
19710527,-0.13,-0.23
19710528,0.39,0.3
19710601,0.5,0.28
19710602,1.11,0.76
19710603,0.55,0.46
19710604,0.33,0.25
19710607,-0.13,-0.05
19710608,-0.94,-0.86
19710609,-0.38,-0.47
19710610,0.18,0.12
19710611,0.05,0.07
19710614,-1.02,-0.93
19710615,-0.45,-0.43
19710616,0.02,0.01
19710617,-0.39,-0.31
19710618,-2.26,-1.94
19710621,-1.84,-1.74
19710622,-0.62,-0.63
19710623,1.11,0.89
19710624,-0.08,0.01
19710625,-0.11,-0.14
19710628,-0.33,-0.32
19710629,1.37,1.2
19710630,1.19,1.06
19710701,0.09,0.05
19710702,0.14,0.13
19710706,0.29,0.31
19710707,0.63,0.57
19710708,0.21,0.17
19710709,0.44,0.44
19710712,0.09,0.03
19710713,-1.41,-1.25
19710714,-0.06,-0.26
19710715,0.14,0.18
19710716,-0.11,-0.22
19710719,-0.47,-0.45
19710720,0.1,0.08
19710721,-0.21,-0.21
19710722,-0.52,-0.44
19710723,-0.16,-0.17
19710726,-0.5,-0.56
19710727,-1.36,-1.3
19710728,-1.14,-1.0
19710729,-2.05,-2.01
19710730,-0.71,-0.61
19710802,1.04,1.06
19710803,-2.52,-2.37
19710804,-0.69,-0.67
19710805,0.15,0.1
19710806,0.38,0.31
